,Topic,Count,Name,Representation,Representative_Docs
10,9,162,9_احداث_بیمارستان_ساخت_سد,"['احداث', 'بیمارستان', 'ساخت', 'سد', 'استقرار', 'شهر', 'ایجاد', 'شهرستان', 'سالن', 'چمن']","['  درخواست احداث زمین فوتبال چمن مصنوعی در  روستای مورت', '  درخواست احداث بیمارستان جدید دهدشت', '  مطالبه احداث بیمارستان در شهر پیشوا']"
11,10,159,10_تبدیل_وضعیت_نیروهای_شرکتی,"['تبدیل', 'وضعیت', 'نیروهای', 'شرکتی', 'قراردادی', 'طرحی', 'حجمی', 'پیمانی', 'کارکنان', 'ایثارگر']","['  درخواست تبدیل وضعیت نیروهای شرکتی به قراردادی', '  درخواست تبدیل وضعیت نیروهای شرکتی', '  درخواست تبدیل وضعیت نیروهای شرکتی']"
12,11,139,11_کنکور_تعویق_آزمون_سراسری,"['کنکور', 'تعویق', 'آزمون', 'سراسری', 'وکالت', 'ارشد', 'زمان', 'وکلای', 'دستیاری', '۱۴۰۱']","['  درخواست تعویق کنکور ارشد وزارت بهداشت', '  درخواست تعویق کنکور سراسری', '  درخواست تعویق کنکور ارشد']"
13,12,134,12_دانشگاه_علوم_دانشجویان_پزشکی,"['دانشگاه', 'علوم', 'دانشجویان', 'پزشکی', 'آزاد', 'علمی', 'دانشکده', 'اعضای', 'اساتید', 'هیئت']","['  درخواست رسیدگی به مطالبات به حق دانشجویان دانشگاه آزاد اسلامی', '  درخواست دانشجویان دانشکده پزشکی دانشگاه علوم پزشکی اصفهان جهت اصلاح شیوه آموزش مجازی', '  درخواست اساتید و کارکنان دانشگاه آزاد بروجرد پیرامون همسان\u200cسازی حقوق اعضای هیئت علمی و کارمندان دانشگاه آزاد اسلامی با دانشگاه\u200cهای دولتی']"
14,13,132,13_انتخابات_دعوت_جمهوری_ریاست,"['انتخابات', 'دعوت', 'جمهوری', 'ریاست', 'دکتر', 'حضور', 'کاندیداتوری', 'آیت', 'جلیلی', 'سعید']","['  دعوت از آیت\u200cالله دکتر رئیسی جهت شرکت در انتخابات ریاست جمهوری ۱۴۰۰', '  دعوت از دکتر سعید جلیلی برای حضور در انتخابات ریاست جمهوری ۱۴۰۰', '  دعوت از دکتر سعید جلیلی برای حضور در انتخابات ریاست جمهوری']"
15,14,121,14_دکتر_جلیلی_پزشکیان_جمعی,"['دکتر', 'جلیلی', 'پزشکیان', 'جمعی', 'حمایت', 'سعید', 'مسعود', 'از', 'زاکانی', 'قالیباف']","['  حمایت جمعی از معلمان از دکتر جلیلی', '  حمایت جمعی از جامعه فرهنگیان کشور از دکتر سعید جلیلی', '  حمایت جمعی از جامعه پزشکی از دکتر سعید جلیلی']"
16,15,109,15_پرورش_آموزش_استخدامی_آزمون,"['پرورش', 'آموزش', 'استخدامی', 'آزمون', 'نیروهای', 'خدماتی', 'جذب', 'کارنامه', 'سبزهای', 'استخدام']","['  درخواست افزایش ظرفیت آزمون استخدامی آموزش و پرورش', '  درخواست تعویق آزمون استخدامی آموزش و پرورش', '  درخواست تعویق آزمون استخدامی آموزش و پرورش']"
17,16,94,16_فیلتر_رفع_فیلترینگ_تلگرام,"['فیلتر', 'رفع', 'فیلترینگ', 'تلگرام', 'اینترنت', 'رسان', 'یوتیوب', 'دیسکورد', 'بازی', 'واتساپ']","['  درخواست رفع فیلتر تلگرام', '  درخواست رفع فیلتر تلگرام', '  درخواست رفع فیلتر تلگرام']"
18,17,90,17_ین_امضا_کمپین_جمع,"['ین', 'امضا', 'کمپین', 'جمع', 'آوری', 'های', '', '', '', '']","['ین کمپین\u200cهای جمع آوری امضا', 'ین کمپین\u200cهای جمع آوری امضا', 'ین کمپین\u200cهای جمع آوری امضا']"
19,18,90,18_مسکن_زمین_ملی_پروژه,"['مسکن', 'زمین', 'ملی', 'پروژه', 'مهر', 'فاز', 'پردیس', 'مالکان', 'تحویل', 'تکلیف']","['  درخواست پیگیری مسکن ملی خوزستان', '  پیگیری تحویل مسکن مهر پردیس فاز ۱۱ تهران و دریافت خسارت', '  درخواست تحویل مسکن مهر پردیس']"
20,19,88,19_استخدام_دبستانی_پیش_بعد,"['استخدام', 'دبستانی', 'پیش', 'بعد', 'مربیان', 'غیرانتفاعی', '۹۲', 'جذب', 'معلمان', '۹۱']","['  درخواست استخدام نیروهای پیش دبستانی', '  درخواست استخدام مربیان پیش دبستانی', '  درخواست استخدام نیروهای پیش دبستانی از سال ۹۲ به بعد']"
21,20,82,20_بلوچستان_سیستان_بنزین_استان,"['بلوچستان', 'سیستان', 'بنزین', 'استان', 'سهمیه', 'استاندار', 'بومی', 'کهگیلویه', 'تقسیم', 'سوخت']","['  درخواست افزایش سوخت بنزین در سیستان و بلوچستان', '  درخواست اصلاح سهمیه بنزین سیستان و بلوچستان', '  اعتراض به کاهش سهمیه بنزین استان سیستان و بلوچستان']"
22,21,81,21_استخدامی_آزمون_امتیاز_در,"['استخدامی', 'آزمون', 'امتیاز', 'در', 'رشته', 'نظر', 'پرورش', 'داوطلبان', 'مدرک', 'تجدید']","['  درخواست حذف امتیاز سابقه\u200cی تدریس در آزمون استخدامی آموزش و پرورش', '  اعتراض به نحوه محاسبه امتیاز کرونا در آزمون استخدامی وزارت بهداشت', '  درخواست لغو امتیاز کرونا در آزمون استخدامی تأمین اجتماعی']"
23,22,75,22_تعطیلی_هفته_شنبه_مدارس,"['تعطیلی', 'هفته', 'شنبه', 'مدارس', 'ادارات', 'پنجشنبه', 'دو', 'روز', 'ها', 'بازگشایی']","['  مطالبه تعطیلی مدارس و دانشگاه\u200cها', '  درخواست تصویب دو روز تعطیلی (جمعه و شنبه) در هفته', '  درخواست تعطیلی ۲ روز در هفته برای کارمندان بانک']"
24,23,74,23_خودرو_تحویل_خودروی_تأخیر,"['خودرو', 'تحویل', 'خودروی', 'تأخیر', 'سایپا', 'اعتراض', 'مدیران', 'عدم', 'ساینا', 'قیمت']","['  اعتراض به عدم تحویل خودرو توسط شرکت مدیران خودرو', '  اعتراض به عدم تحویل خودرو توسط شرکت مدیران خودرو', '  اعتراض به عدم تحویل خودرو توسط شرکت مدیران خودرو']"
25,24,72,24_مرکزیت_الحاق_تشکیل_استان,"['مرکزیت', 'الحاق', 'تشکیل', 'استان', 'شهرستان', 'بخش', 'جدایی', 'شهر', 'بزرگ', 'صدرا']","['  درخواست تشکیل استان خراسان مرکزی با مرکزیت شهرستان تربت حیدریه', '  درخواست لغو تشکیل استان کرمان جنوبی با مرکزیت جیرفت', '  درخواست تشکیل استان خراسان مرکزی به مرکزیت نیشابور بزرگ']"
26,25,70,25_برخورد_مجازات_با_قاطع,"['برخورد', 'مجازات', 'با', 'قاطع', 'عاملان', 'عوامل', 'محاکمه', 'متروپل', 'کشتار', 'سگ']","['  درخواست برخورد با مافیای مسکن', '  درخواست برخورد قاطع با عوامل حیوان\u200cآزاری سبزوار', '  درخواست برخورد با عاملان کشتار سگ\u200cهای بی\u200cگناه گندک']"
27,26,68,26_نام_خیابان_بزرگراه_احداث,"['نام', 'خیابان', 'بزرگراه', 'احداث', 'تغییر', 'گذاری', 'تقاطع', 'پل', 'پیاده', 'شهدای']","['  درخواست نامگذاری پل عابر پیاده و پارک ورودی غربی شیراز به نام شهدای کوهمره', '  درخواست نام گذاری یکی از خیابان های زاهدان به نام شهید جمهور', '  درخواست نام\u200cگذاری بزرگراه شیراز، فیروزآباد، جم به نام شهدای قشقایی']"
28,27,67,27_نه_به_رودخانه_آری,"['نه', 'به', 'رودخانه', 'آری', 'دامن', 'بالادست', 'وحش', 'کارواندر', 'غیربومی', 'باغ']","['  نه به رتبه\u200cبندی معلمان', '  نه به باغ وحش', '  نه به فروش حیوانات']"
29,28,66,28_سابقه_سنوات_بیمه_احتساب,"['سابقه', 'سنوات', 'بیمه', 'احتساب', 'بازنشستگی', 'سوابق', 'دانشجویی', 'سال', 'دوران', 'امکان']","['  درخواست احتساب سابقه بیمه دوران دانشجویی', '  درخواست احتساب سابقه بیمه دوران دانشجویی برای فارغ\u200cالتحصیلان', '  درخواست ایجاد امکان خرید سابقه بیمه دانشجویی برای فارغ\u200cالتحصیلان سنوات قبل']"
30,29,65,29_ماده_قانون_بند_تبصره,"['ماده', 'قانون', 'بند', 'تبصره', 'اجرای', 'اصل', 'توسعه', 'لایحه', '۱۲', '۵۴']","['  درخواست اجرایی شدن تبصره یک ماده ۷ قانون جامع حمایت از حقوق معلولین', '  درخواست تبدیل وضعیت ایثارگران بر اساس تبصره ۲ بند ت ماده ۳۱ برنامه هفتم توسعه', '  درخواست اجرای کسر خدمت فرزندان ایثارگران بر اساس تبصره ۲ بند ت ماده ۳۱ برنامه هفتم توسعه']"
31,30,64,30_قوه_رئیس_جمهور_قضائیه,"['قوه', 'رئیس', 'جمهور', 'قضائیه', 'محترم', 'ورود', 'قضاییه', 'جهت', 'ریاست', 'از']","['  درخواست از مجلس محترم جهت توجه به وضعیت معیشتی کارمندان اداری قوه قضائیه', '  درخواست ورود رئیس قوه قضائیه به موضوع دوچرخه\u200cسواری زنان', '  درخواست ورود قوه قضائیه به وضعیت بازار بورس']"
32,31,62,31_عزل_برکناری_شهردار_استاندار,"['عزل', 'برکناری', 'شهردار', 'استاندار', 'استیضاح', 'وزیر', 'رئیس', 'ابقای', 'اداره', 'تغییر']","['  درخواست عزل شهردار اهواز', '  درخواست استیضاح و عزل وزیر بهداشت', '  درخواست برکناری شهردار تهران']"
33,32,60,32_واردات_خودرو_قیمت_ممنوعیت,"['واردات', 'خودرو', 'قیمت', 'ممنوعیت', 'خودروهای', 'وارداتی', 'آزادسازی', 'کاهش', 'خارجی', 'لغو']","['  درخواست لغو ممنوعیت واردات خودرو', '  درخواست لغو ممنوعیت واردات خودرو', '  درخواست حمایت از واردات خودرو']"
34,33,59,33_حوزه_انتخابیه_مجلس_نماینده,"['حوزه', 'انتخابیه', 'مجلس', 'نماینده', 'انتخاباتی', 'تخلفات', 'انتخابات', 'شورای', 'ابطال', 'گسترده']","['  درخواست استقلال حوزه انتخابیه بردسکن در مجلس شورای اسلامی', '  درخواست حوزه\u200cی انتخابیه و داشتن نماینده مستقل از کهگیلویه در مجلس', '  درخواست بررسی مجدد و ابطال انتخابات حوزه انتخابیه مسجدسلیمان، لالی، هفتکل و اندیکا']"
35,34,58,34_سربازی_معافیت_اجباری_مالیاتی,"['سربازی', 'معافیت', 'اجباری', 'مالیاتی', 'خدمت', 'مدت', 'لغو', 'سن', 'مصوبه', 'شدن']","['  درخواست لغو سربازی اجباری', '  درخواست لغو سربازی اجباری', '  درخواست لغو سربازی اجباری']"
36,35,58,35_انتصاب_عنوان_جناب_آقای,"['انتصاب', 'عنوان', 'جناب', 'آقای', 'استانداری', 'استاندار', 'دکتر', 'تصدی', 'سمت', 'انتخاب']","['  درخواست از دکتر پزشکیان جهت انتصاب دکتر جواد آقازاده به عنوان استاندار آذربایجان غربی', '  حمایت از انتصاب جناب آقای بابک جاودانه به\u200cعنوان مشاور فرهنگی و هنری استاندار خوزستان', '  حمایت از انتصاب جناب آقای دکتر جواد شهابی به عنوان استاندار فارس']"
37,36,57,36_اتباع_مجاز_افغان_خارج,"['اتباع', 'مجاز', 'افغان', 'خارج', 'غیر', 'افغانستانی', 'خروج', 'اخراج', 'مهاجرین', 'مهاجران']","['  درخواست اخراج اتباع غیر قانونی افغان از ایران', '  درخواست کنترل ورود اتباع غیر مجاز افغانستانی و ساماندهی مهاجران غیرقانونی در ایران', '  درخواست اخراج اتباع افغان غیر مجاز از کشور']"
38,37,56,37_صدا_سیما_سریال_پخش,"['صدا', 'سیما', 'سریال', 'پخش', 'شبکه', 'تلویزیونی', 'صداوسیما', 'فیلم', 'برنامه', 'سیمای']","['  درخواست حذف بودجه صدا و سیما و تقسیم آن بین مردم', '  درخواست حذف بودجه صدا و سیما و فروش آنلاین برنامه\u200cها و پرداخت یارانه آن به مردم', '  درخواست اصلاح برنامه\u200cهای صدا و سیما']"
39,38,55,38_محکومیت_بیانیه_قاسم_حاج,"['محکومیت', 'بیانیه', 'قاسم', 'حاج', 'ترور', 'سلیمانی', 'فخری', 'فلسطین', 'شهید', 'تروریستی']","['  بیانیه اساتید، دانشمندان، دانشگاهیان و پژوهشگران کشور در محکومیت ترور شهید فخری\u200cزاده', '  محکومیت ترور سردار دل\u200cها، حاج قاسم سلیمانی', '  بیانیه اساتید دانشگاه\u200cهای آزاد اسلامی استان لرستان در محکومیت ترور دانشمند هسته\u200cای شهید والامقام محسن فخری\u200cزاده']"
40,39,55,39_مهندسی_نظام_ساختمان_سازمان,"['مهندسی', 'نظام', 'ساختمان', 'سازمان', 'رشته', 'مدیره', 'طراحی', 'مهندسین', 'کد', 'اعضای']","['  درخواست بازگشت رشته مهندسی مدیریت پروژه به نظام مهندسی', '  درخواست بازگشت رشته مدیریت پروژه به نظام مهندسی ساختمان', '  مطالبات اعضای سازمان نظام مهندسی ساختمان استان تهران']"
41,40,55,40_سوالات_آزمون_اعتراض_نهایی,"['سوالات', 'آزمون', 'اعتراض', 'نهایی', 'امتحان', 'تجربی', '۱۴۰۳', 'یازدهم', 'نتایج', 'طراحی']","['  اعتراض به سوالات نهایی زیست دهم تجربی ۱۴۰۳', '  اعتراض به سوالات آزمون نهایی فیزیک پایه\u200cی دهم تجربی (۱۴۰۳)', '  اعتراض به سوالات امتحان نهایی زبان انگلیسی یازدهم ۱۴۰۳']"
42,41,52,41_سخت_مشاغل_زیان_آور,"['سخت', 'مشاغل', 'زیان', 'آور', 'شغل', 'زمره', 'قرار', 'گرفتن', 'قرارگرفتن', 'احتساب']","['  حمایت از احتساب شغل رانندگان کامیون در زمره مشاغل سخت و زیان\u200cآور', '  درخواست قرارگرفتن شغل حسابداری در زمره مشاغل سخت و زیان\u200cآور', '  مطالبه قرار گرفتن شغل کارشناسان بهداشت محیط در زمره مشاغل سخت و زیان\u200cآور']"
43,42,50,42_رشته_اضافه_آموزگاری_استخدامی,"['رشته', 'اضافه', 'آموزگاری', 'استخدامی', 'آزمون', 'افزودن', 'شدن', 'پرورش', 'زبان', 'حرفه']","['  درخواست اضافه کردن رشته مهندسی کشاورزی به آزمون آموزگاری', '  درخواست اضافه شدن رشته مدیریت صنعتی به آزمون آموزگاری', '  درخواست اضافه شدن رشته زبان انگلیسی به رشته\u200cهای مورد نیاز آموزش و پرورش برای آزمون آموزگاری ابتدایی']"
44,43,49,43_استفاده_دکتر_پزشکیان_آقای,"['استفاده', 'دکتر', 'پزشکیان', 'آقای', 'دولت', 'توان', 'مدیریتی', 'پیشنهاد', 'کابینه', 'ریاست']","['  درخواست همکاری و استفاده از برنامه\u200cهای دکتر جلیلی در دولت آقای پزشکیان', '  پیشنهاد استفاده از توان مدیریتی جناب آقای حسین بابایی در دولت آینده', '  پیشنهاد استفاده از توان مدیریتی دکتر محسن نظرپور در دولت سیزدهم']"
45,44,48,44_پویش_کمپین_انتقام_من,"['پویش', 'کمپین', 'انتقام', 'من', 'دارم', 'همبستگی', 'جهش', 'ایران', 'زنده', 'یک']","['  پویش فریاد انتقام', '  پویش انتقام سخت', '  پویش «من روزی یک زباله از روی زمین برمی\u200cدارم، چون ایران را دوست دارم»']"
46,45,48,45_تیم_فوتبال_باشگاه_پرسپولیس,"['تیم', 'فوتبال', 'باشگاه', 'پرسپولیس', 'استقلال', 'هواداران', 'سرمربی', 'فدراسیون', 'اسکوچیچ', 'سپیدرود']","['  درخواست رسیدگی به پرونده تیم\u200cهای فوتبال پدیده و پرسپولیس', '  درخواست حمایت از تیم فوتبال پرسپولیس', '  درخواست حمایت دولت از باشگاه فوتبال استقلال']"
47,46,47,46_شهریه_آزاد_تخفیف_دانشگاه,"['شهریه', 'آزاد', 'تخفیف', 'دانشگاه', 'کاهش', 'متغیر', 'مبلغ', 'اسلامی', 'افزایش', 'واحد']","['  درخواست تخفیف شهریه دانشگاه آزاد اسلامی', '  مخالفت با افزایش شهریه دانشگاه آزاد اسلامی', '  درخواست کاهش شهریه دانشگاه آزاد']"
48,47,44,47_اعتراض_قیمت_حقوق_بندی,"['اعتراض', 'قیمت', 'حقوق', 'بندی', 'گرانی', 'به', 'درصد', 'رتبه', 'افزایش', 'تی']","['  اعتراض به افزایش قیمت اینترنت', '  اعتراض به رتبه\u200cبندی معلمان', '  اعتراض به رتبه\u200cبندی معلمان']"
49,48,43,48_العاده_فوق_خاص_ویژه,"['العاده', 'فوق', 'خاص', 'ویژه', 'برقراری', 'کارکنان', 'تسری', 'کادر', 'سازمان', '۵۰']","['  درخواست برقراری تسری فوق\u200cالعاده خاص کارکنان سازمان دامپزشکی', '  درخواست برقراری فوق\u200cالعاده ویژه برای پرسنل بهداشت و درمان', '  درخواست برقراری فوق العاده ویژه برای کارکنان دانشگاه\u200cهای علوم پزشکی']"
50,49,43,49_تصدی_وزیر_وزارت_دکتر,"['تصدی', 'وزیر', 'وزارت', 'دکتر', 'پیشنهادی', 'چهاردهم', 'حمایت', 'آقای', 'عنوان', 'جناب']","['  حمایت از تصدی دکتر علی اصغر رستمی به عنوان وزیر پیشنهادی علوم تحقیقات و فناوری', '  درخواست انتخاب جناب آقای دکتر حاجی بابایی به عنوان وزیر پیشنهادی وزارت آموزش و پرورش', '  حمایت از جناب آقای دکتر سید محمد حسینی جهت تصدی وزارت علوم']"
51,50,41,50_مترجمان_out_توافق_نامه,"['مترجمان', 'out', 'توافق', 'نامه', 'دولت', 'ایران', '', '', '', '']","['  دولت ایران', 'out', '  توافق\u200cنامه مترجمان']"
52,51,38,51_نفت_حفاری_شرکت_کارکنان,"['نفت', 'حفاری', 'شرکت', 'کارکنان', 'ملی', 'خیز', 'وزارت', 'پتروشیمی', 'گاز', 'ارکان']","['  درخواست احقاق حقوق کارکنان قرارداد مدت موقت وزارت نفت', '  درخواست اعطای وام به کارکنان ارکان ثالث وزارت نفت و شرکت گاز', '  تقاضای افزایش حقوق کارکنان حوزه نفت، گاز و پتروشیمی']"
53,52,35,52_بازار_بورس_سرمایه_معاملات,"['بازار', 'بورس', 'سرمایه', 'معاملات', 'نوسان', 'دامنه', 'فرابورس', 'مجمع', 'اکریل', 'پلی']","['  درخواست نظارت مجلس بر بازار بورس', '  درخواست رسیدگی به بازار سرمایه', '  اعتراض سهامداران بازار سرمایه به دستوری بودن بازار و درخواست برکناری مدیران سازمان بورس']"
54,53,34,53_روز_تقویم_ثبت_اردیبهشت,"['روز', 'تقویم', 'ثبت', 'اردیبهشت', 'عنوان', 'ملی', 'نام', 'رسمی', 'آواز', 'زادروز']","['  درخواست ثبت روز پسر در تقویم ملی', '  درخواست ثبت روز ملی محیط\u200cبان در تقویم رسمی کشور', '  درخواست ثبت روز ملی اورژانس در تقویم رسمی کشور']"
55,54,33,54_احقاق_حقوق_حق_مطالبه,"['احقاق', 'حقوق', 'حق', 'مطالبه', 'مسلم', 'سهامداران', 'شده', 'رودسر', 'پیگیری', 'رفته']","['  درخواست احقاق حقوق سهامداران هتل\u200cهای مشهد و رودسر فرهنگیان قزوین', '  درخواست احقاق حقوق تضییع شده سهامداران شرکت تعاونی سحاب فرهنگیان استان کرمان', '  درخواست احقاق حقوق ورودی\u200cهای ۹۹ فرهنگیان']"
56,55,32,55_معظم_رهبر_رهبری_مقام,"['معظم', 'رهبر', 'رهبری', 'مقام', 'انقلاب', 'حکومتی', 'دیدار', 'حکم', 'حضرت', 'خامنه']","['  درخواست حکم حکومتی برای لغو مصوبه کنکور توسط رهبر معظم انقلاب', '  درخواست از مقام معظم رهبری برای رسیدگی به مشکلات ایثارگران', '  درخواست دیدار ایثارگران با مقام معظم رهبری']"
57,56,30,56_ظرفیت_دبیری_تکمیل_کارنامه,"['ظرفیت', 'دبیری', 'تکمیل', 'کارنامه', 'هنرآموزی', 'هنرآموز', 'سبزهای', 'دانشجوی', 'آزمون', 'افزایش']","['  درخواست تکمیل ظرفیت آزمون استخدامی دبیری و هنرآموزی', '  درخواست افزایش تکمیل ظرفیت آزمون دبیری و هنرآموز', '  درخواست تکمیل ظرفیت آزمون دبیری']"
58,57,30,57_مدارس_زبان_آموزش_دانشکده,"['مدارس', 'زبان', 'آموزش', 'دانشکده', 'تدریس', 'دانشگاه', 'تأسیس', 'بان', 'در', 'محیط']","['  درخواست آموزش زبان لری در مدارس استان\u200cهای لر زبان', '  درخواست تدریس زبان مادری قومیت\u200cها در مدارس مناطق محل سکونت آنها', '  درخواست تدریس درس محیط زیست توسط محیط بان\u200cها در مدارس']"
59,58,30,58_تعرفه_خدمات_مهندسی_جدول,"['تعرفه', 'خدمات', 'مهندسی', 'جدول', 'الزحمه', 'ساختار', 'شکست', 'درصد', 'سال', 'واقعی']","['  درخواست واقعی\u200cسازی تعرفه خدمات مهندسی ۱۴۰۱', '  درخواست افزایش تعرفه خدمات مهندسی استان خوزستان', '  درخواست تعیین تعرفه خدمات مهندسی ساختمان برای سال ۱۴۰۱']"
60,59,29,59_امام_خمینی_ره_عفاف,"['امام', 'خمینی', 'ره', 'عفاف', 'حجاب', 'بسیج', 'رضا', 'بندر', 'مناسبت', 'بسیجیان']","['  درخواست موافقت با شهرستان\u200c شدن بندر امام خمینی (ره)', '  درخواست اعلام شهرستان شدن بندر امام خمینی (ره)', '  مطالبه شهرستان شدن بخش بندر امام خمینی (ره)']"
61,60,29,60_دیوان_اداری_عدالت_رای,"['دیوان', 'اداری', 'عدالت', 'رای', 'انقلاب', 'عالی', 'رأی', 'فرهنگی', 'شورای', 'قطعی']","['  درخواست بازگشت نظارت دیوان عدالت اداری بر دو شورای فضای مجازی و انقلاب فرهنگی', '  درخواست لغو مصوبهٔ عدم نظارت دیوان عدالت اداری بر شورای\u200cعالی فضای مجازی', '  درخواست از دیوان عدالت اداری جهت ابطال مصوبه کنکوری شورای عالی انقلاب فرهنگی']"
62,61,28,61_رتبه_بندی_معلمان_طرح,"['رتبه', 'بندی', 'معلمان', 'طرح', 'انتقالات', 'سامان', 'ساماندهی', 'دولت', 'کارکنان', 'اجرای']","['  مطالبه تسریع در اجرای رتبه\u200cبندی معلمان', '  درخواست اصلاح رتبه\u200cبندی معلمان', '  تقاضای اجرای رتبه\u200cبندی معلمان']"
63,62,26,62_تورم_افزایش_نرخ_متناسب,"['تورم', 'افزایش', 'نرخ', 'متناسب', 'اساس', 'کارگران', 'کارمندان', 'حقوق', 'دستمزد', 'میزان']","['  درخواست افزایش حقوق کارمندان دولت بر اساس تورم', '  درخواست افزایش حقوق کارمندان دولت متناسب با افزایش تورم', '  درخواست افزایش حقوق کارکنان و کارمندان دولت بر اساس نرخ تورم']"
64,63,26,63_ساعت_کاری_ساعات_کاهش,"['ساعت', 'کاری', 'ساعات', 'کاهش', 'صبح', '۳۰', 'بانوان', 'تغییر', 'ادارات', '۰۰']","['  درخواست تغییر ساعت کاری مراقبین سلامت از ۳۰ ساعت به ۲۴ ساعت', '  درخواست کاهش ساعت کاری بانوان', '  درخواست کاهش ساعت کاری بانوان']"
65,64,24,64_مالیات_افزوده_بر_حذف,"['مالیات', 'افزوده', 'بر', 'حذف', 'ارزش', 'عوارض', 'پوز', 'تراکنش', 'بنگاه', 'ملکی']","['  درخواست لغو قانون مالیات بر ارزش افزوده مناطق آزاد', '  درخواست بازنگری قانون جدید مالیات و حذف مالیات بر دستگاه های پوز', '  درخواست حذف قانون مالیات بر ارزش افزوده']"
