,Topic,Count,Name,Representation,Representative_Docs
18,17,81,17_اطلاعات_ارتباطات_فناوری_زارع,"['اطلاعات', 'ارتباطات', 'فناوری', 'زارع', 'پوروزیر', 'عیسی', 'فضای', 'پور', 'اطلاعاتبا', 'آذری']","['جناب آقای زارع\u200cپوروزیر محترم ارتباطات و فناوری اطلاعات با سلامما امضاکنندگان این کارزار، اهالی شهر د', 'جناب آقای دکتر زارع\u200cپور وزیر محترم ارتباطات و فناوری اطلاعات سلام علیکم؛ احتراما به استحضار می\u200cرساند', 'جناب آقای عیسی زارع پوروزیر محترم ارتباطات و فناوری اطلاعات با سلام احتراما به استحضار می\u200cرساند مدتی']"
19,18,78,18_قالیبافرئیس_ایرانجناب_اسلامیجناب_رئیسیرئیس,"['قالیبافرئیس', 'ایرانجناب', 'اسلامیجناب', 'رئیسیرئیس', 'جمهوری', 'آقای', 'مجلس', 'شورای', 'اسلامی', 'اسلامیسرکار']","['جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای ', 'جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای ', 'جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای ']"
20,19,74,19_گردشگری_میراث_صنایع_دستی,"['گردشگری', 'میراث', 'صنایع', 'دستی', 'فرهنگی', 'ضرغامیوزیر', 'ضرغامی', 'دستیبا', 'عزت', 'مونسانوزیر']","['جناب آقای مهندس ضرغامیوزیر محترم میراث فرهنگی، گردشگری و صنایع دستی با سلام اینجانبان امضاکنندگان ای', 'باسمه تعالی وزیر محترم میراث فرهنگی و صنایع دستی و گردشگری جمهوری اسلامی ایران جناب آقای دکتر ضرغامی', 'ریاست محترم مجلس شورای اسلامی وزیر محترم کشور وزیر محترم میراث فرهنگی،گردشگری و صنایع دستی نمایندگان']"
21,20,73,20_کارزار_امضاکنندگان_این_خود,"['کارزار', 'امضاکنندگان', 'این', 'خود', 'را', 'سلامما', 'حمایت', 'ما', 'کنندگان', 'درخواست']","['جناب آقای احمد وحیدیوزیر محترم کشور با سلاماحتراماً ما، امضاکنندگان این کارزار، حمایت خود را از انتص', 'رئیس و نمایندگان محترم مجلس سلام ما امضاکنندگان ذیل این کارزار حمایت همه\u200cجانبه خود را از جناب آقای د', 'بسم الله الرحمن الرحیم با سلام و احترام امضاکنندگان این کارزار درخواست زیر را از دولت انقلابی و مجلس']"
22,21,72,21_اژه_محسنی_ایریاست_غلامحسین,"['اژه', 'محسنی', 'ایریاست', 'غلامحسین', 'قضائیه', 'قوه', 'حجت', 'الاسلام', 'والمسلمین', 'ای']","['ریاست محترم قوه قضائیه جمهوری اسلامی ایران جناب حجت الاسلام والمسلمین جناب آقای غلامحسین محسنی اژه\u200cا', 'جناب حجت الاسلام والمسلمین غلامحسین محسنی اژه\u200cایریاست محترم قوه قضائیه با سلام و احترامبه استحضار می', 'باسمه تعالی جناب حجت الاسلام والمسلمین جناب آقای غلامحسین محسنی اژه\u200cایریاست محترم قوه قضائیه با سلام']"
23,22,72,22_ال_وا_الل_الله,"['ال', 'وا', 'الل', 'الله', 'ان', 'لا', 'بسم', 'ذین', 'الرحمن', 'الرحیم']","['بسم الله الرحمن الرحیم «انَّ اللَّهَ لا یُغَیِّرُ ما بقَوْمٍ حَتَّی یُغَیِّرُوا ما بأَنْفُسهِمْ»جناب', 'بسم الله الرحمن الرحیم {وَأَوْفُوا بالْعَهْد إِنَّ الْعَهْدَ کَانَ مَسْئُولًا} رئیس محترم دفتر مقام ', 'بسم الله الرحمن الرحیم «إِنَّ الَّذینَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ أُوْلَئِکَ هُمْ خَیْرُ الْبَ']"
24,23,72,23_قضائیه_رئیسیریاست_قوه_والمسلمین,"['قضائیه', 'رئیسیریاست', 'قوه', 'والمسلمین', 'حجت', 'الاسلام', 'آیت', 'ابراهیم', 'سید', 'حضرت']","['به نام خدا حجت الاسلام والمسلمین رئیسیریاست محترم قوه قضائیه سلام علیکماحتراماً به استحضار می\u200cرساند ', 'حجت الاسلام والمسلمین سید ابراهیم رئیسیریاست محترم قوه قضائیه احتراماً به استحضار می\u200cرساند با توجه ب', 'حجت الاسلام والمسلمین رئیسیریاست محترم قوه قضائیه جمهوری اسلامی ایران با سلاماحتراماً به استحضار می\u200c']"
25,24,67,24_فناوریجناب_تحقیقات_زلفی_گلوزیر,"['فناوریجناب', 'تحقیقات', 'زلفی', 'گلوزیر', 'علوم', 'غلامیوزیر', 'منصور', 'گل', 'منادی', 'پورعباسرئیس']","['جناب آقای دکتر زلفی\u200cگلوزیر محترم علوم، تحقیقات و فناوریجناب آقای دکتر پورعباسرئیس محترم سازمان سنجش ', 'جناب آقای دکتر زلفی\u200cگلوزیر محترم علوم، تحقیقات و فناوریجناب آقای دکتر پورعباسرئیس محترم سازمان سنجش ', 'جناب آقای دکتر زلفی\u200cگلوزیر محترم علوم، تحقیقات و فناوریجناب آقای دکتر پورعباسرئیس محترم سازمان سنجش ']"
26,25,65,25_زیست_محیط_حفاظت_سلاجقه,"['زیست', 'محیط', 'حفاظت', 'سلاجقه', 'کلانتریریاست', 'سازمان', 'سلاجقهرئیس', 'حیوانات', 'کلانتری', 'عیسی']","['جناب آقای دکتر سلاجقه معاون محترم رئیس جمهور و رئیس سازمان حفاظت محیط زیست با سلام اینجانبان کارکنان', 'جناب آقای دکتر سلاجقه رئیس محترم سازمان حفاظت محیط\u200cزیست با سلامدرخواست ما از سازمان محیط\u200cزیست مقابله', 'باسمه تعالی ریاست محترم حفاظت محیط زیست کشور جناب آقای دکتر سلاجقه مدیریت محترم اداره کل حفاظت محیط ']"
27,26,64,26_رفاه_تعاون_کار_اجتماعی,"['رفاه', 'تعاون', 'کار', 'اجتماعی', 'شریعتمداریوزیر', 'عبدالملکیوزیر', 'مرتضوی', 'میدری', 'وزیر', 'اجتماعیبا']","['وزیر محترم تعاون، کار و رفاه اجتماعی اعضای محترم شورای\u200cعالی کار سلام با توجه به اینکه شورای عالی کار', 'جناب آقای محمد شریعتمداریوزیر محترم تعاون، کار و رفاه اجتماعی با سلاماحتراماً به استحضار می\u200cرساند با', 'جناب آقای عبدالملکیوزیر محترم تعاون، کار و رفاه اجتماعی با سلام خدمت وزیر محترم به استحضار می\u200cرساند ']"
28,27,64,27_در_ایرانبا_رئیسیرئیس_جمهور,"['در', 'ایرانبا', 'رئیسیرئیس', 'جمهور', 'جمهوری', 'پزشکیان', 'مناظرات', 'رئیسی', 'منتخب', 'جنابعالی']","['بسمه تعالی جناب حجت الاسلام والمسلمین رئیسی ریاست محترم جمهوری اسلامی ایران سلام علیکم؛ احتراما در آ', 'جناب آقای رئیسیرئیس محترم جمهور اسلامی ایرانبا سلامبدینوسیله به\u200c استحضار می\u200cرساند در اواخر دوره دولت', 'جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانبا سلاماحتراماً نظر به اینکه جنابعالی در مناظرات و صحبت']"
29,28,62,28_اژه_ایرئیس_محسنی_قضائیهجناب,"['اژه', 'ایرئیس', 'محسنی', 'قضائیهجناب', 'قوه', 'ایریاست', 'قالیبافرئیس', 'الاسلام', 'غلامحسین', 'حجت']","['جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای محسنی اژه\u200cایرئیس محترم قوه قضائیه با سلام و ا', 'جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای محسنی اژه\u200cایرئیس محترم قوه قضائیه با سلام و ا', 'جناب آقای قالیباف رئیس محترم مجلس شورای اسلامی ایرانجناب آقای محسنی اژه\u200cایرئیس محترم قوه قضائیهجناب ']"
30,29,62,29_تعاون_رفاه_کار_اجتماعی,"['تعاون', 'رفاه', 'کار', 'اجتماعی', 'اسلامیسرپرست', 'وزیر', 'اجتماعیوزیر', 'اجتماعیریاست', 'وزارت', 'ایرانریاست']","['ریاست محترم جمهوری اسلامی ایران ریاست محترم مجلس شورای اسلامی وزیر محترم تعاون، کار و رفاه اجتماعی و', 'ریاست محترم جمهوری اسلامی ایران ریاست محترم مجلس شورای اسلامی وزیر محترم تعاون، کار و رفاه اجتماعی م', 'ریاست محترم جمهوری اسلامی ایران ریاست محترم مجلس شورای اسلامی وزیر محترم تعاون، کار و رفاه اجتماعی ر']"
31,30,60,30_شهرستان_روستای_اهالی_استاندار,"['شهرستان', 'روستای', 'اهالی', 'استاندار', 'مردم', 'فرماندار', 'استان', 'آذربایجان', 'جنوب', 'جیرفت']","['وزیر محترم ورزش و جوانان با سلام؛ با توجه به اینکه شهرستان رومشکان از شهرستان\u200cهای محروم استان لرستان', 'استاندار محترم استان کرمان با سلاماحتراما به استحضار می رساند اهالی روستای چاه حسن احمدی از توابع بخ', 'استاندار محترم گیلان با سلام؛ به استحضار می\u200cرساند ما اهالی روستای تازه\u200cآباد شهرستان رضوانشهر استان گ']"
32,31,58,31_ورزش_جوانان_فدراسیون_فوتبال,"['ورزش', 'جوانان', 'فدراسیون', 'فوتبال', 'سجادیوزیر', 'سجادی', 'جوانانرئیس', 'ورزشی', 'فروزیر', 'جوانانسرپرست']","['وزیر محترم ورزش و جوانانرئیس محترم فراکسیون ورزش مجلس شورای اسلامیرئیس محترم فدراسیون فوتبال ایرانرئ', 'وزیر محترم ورزش و جوانان دولت چهاردهم رئیس محترم فدراسیون فوتبال با سلام و احترام، ما هواداران تیم\u200cه', 'جناب آقای دکتر حمید سجادیوزیر محترم ورزش و جوانان سلام علیکم احتراماً به استحضار می\u200cرساند فدراسیون ک']"
33,32,56,32_اسلامیجناب_نوریوزیر_قالیبافرئیس_پرورشبا,"['اسلامیجناب', 'نوریوزیر', 'قالیبافرئیس', 'پرورشبا', 'وحیدیوزیر', 'شهرسازیجناب', 'قاسمیوزیر', 'پرورشجناب', 'آقای', 'مجلس']","['جناب آقای رئیسیرئیس محترم جمهوری اسلامیجناب آقای دکتر نوریوزیر محترم آموزش و پرورشبا سلامبا توجه به ', 'جناب آقای دکتر قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای دکتر نوریوزیر محترم آموزش و پرورشبا سلام', 'جناب آقای دکتر قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای دکتر نوریوزیر محترم آموزش و پرورشبا سلام']"
34,33,56,33_تأمین_اجتماعی_مدیرعامل_بازنشستگی,"['تأمین', 'اجتماعی', 'مدیرعامل', 'بازنشستگی', 'بازنشستگان', 'کشوری', 'عامل', 'صندوق', 'مصطفی', 'بیمه']","['مدیرعامل محترم سازمان تأمین اجتماعی مدیریت محترم درمان تأمین اجتماعی با سلامدر درمانگاه تأمین اجتماع', 'جناب آقای مصطفی سالاریریاست محترم سازمان تأمین اجتماعی سلام علیکمهمسان\u200cسازی بازنشستگان تأمین اجتماعی', 'جناب آقای مصطفی سالاریریاست محترم سازمان تأمین اجتماعی با عرض سلامطبق قانون کنونی بیمه تأمین اجتماعی']"
35,34,55,34_باید_را_در_است,"['باید', 'را', 'در', 'است', 'مسئله', 'زمینه', 'باشند', 'یک', 'امروز', 'این']","['حضرت آیت\u200cالله خامنه\u200cای: {در زمینه\u200cی مسائل علمی باید دنبال قله بود؛ که این، توجه شما را به درس خواندن', 'حضرت آیت\u200cالله خامنه\u200cای: {در زمینه\u200cی مسائل علمی باید دنبال قله بود؛ که این، توجه شما را به درس خواندن', 'حضرت آیت\u200cالله خامنه\u200cای: {در زمینه\u200cی مسائل علمی باید دنبال قله بود؛ که این، توجه شما را به درس خواندن']"
36,35,55,35_ایرانریاست_اسلامیریاست_قضاییهوزیر_جمهوری,"['ایرانریاست', 'اسلامیریاست', 'قضاییهوزیر', 'جمهوری', 'قوه', 'ریاست', 'اسلامی', 'شورای', 'مجلس', 'رهبریریاست']","['ریاست محترم جمهوری اسلامی ایرانریاست محترم مجلس شورای اسلامیریاست محترم قوه قضاییهوزیر محترم راه و ش', 'ریاست محترم جمهوری اسلامی ایرانریاست محترم مجلس شورای اسلامیریاست محترم قوه قضاییهوزیر محترم راه و ش', 'ریاست محترم جمهوری اسلامی ایرانریاست محترم مجلس شورای اسلامیریاست محترم قوه قضاییهوزیر محترم بهداشت،']"
37,36,55,36_سیستان_شهرسازیاستاندار_اداره_استاندار,"['سیستان', 'شهرسازیاستاندار', 'اداره', 'استاندار', 'فاضلاب', 'تهرانفرماندار', 'بلوچستانمدیرکل', 'بلوچستانفرماندار', 'تهرانشهردار', 'راه']","['استاندار محترم سیستان و بلوچستانمدیرکل محترم اداره مخابرات سیستان و بلوچستانبا سلاماحتراماً به استحض', 'استاندار محترم سیستان و بلوچستانمدیرکل محترم اداره مخابرات و آب و فاضلاب سیستان و بلوچستان  با سلاما', 'استاندار محترم سیستان و بلوچستانمدیرکل اداره مخابرات استان سیستان و بلوچستانبا سلاماحتراماً خواستار ']"
38,37,55,37_ایرانریاست_ایرانرئیس_جمهوری_اسلامیبا,"['ایرانریاست', 'ایرانرئیس', 'جمهوری', 'اسلامیبا', 'اسلامی', 'ریاست', 'ایرانوزیر', 'ایران', 'مجلس', 'نیروبا']","['رئیس محترم جمهوری اسلامی ایرانرئیس محترم مجلس شورای اسلامی با سلاماینجانبان تقاضا داریم با توجه به ب', 'ریاست محترم جمهوری اسلامی ایرانریاست محترم مجلس شورای اسلامی ایران با سلاماحتراماً به استحضار می\u200cرسا', 'رئیس محترم جمهوری اسلامی ایرانرئیس محترم مجلس شورای اسلامیبا سلاماز دولت درخواست داریم تا همانطور که']"
39,38,54,38_محمدجواد_احمدعلی_جهرمیوزیر_آذری,"['محمدجواد', 'احمدعلی', 'جهرمیوزیر', 'آذری', 'اطلاعاتجناب', 'موهبتیاستاندار', 'مح', 'ارتباطات', 'فناوری', 'آقای']","['جناب آقای محمدجواد آذری جهرمیوزیر محترم ارتباطات و فناوری اطلاعاتجناب آقای احمدعلی موهبتیاستاندار مح', 'جناب آقای محمدجواد آذری جهرمیوزیر محترم ارتباطات و فناوری اطلاعاتجناب آقای احمدعلی موهبتیاستاندار مح', 'جناب آقای محمدجواد آذری جهرمیوزیر محترم ارتباطات و فناوری اطلاعاتجناب آقای احمدعلی موهبتیاستاندار مح']"
40,39,50,39_طهرانچیریاست_آزاد_محمدمهدی_دانشگاه,"['طهرانچیریاست', 'آزاد', 'محمدمهدی', 'دانشگاه', 'طهرانچی', 'اسلامی', 'امناء', 'عملی', 'ادب', 'عرض']","['جناب آقای دکتر محمدمهدی طهرانچیریاست محترم دانشگاه آزاد اسلامی با سلاماحتراماً به استحضار می\u200cرسانیم ', 'جناب آقای محمدمهدی طهرانچیریاست محترم دانشگاه آزاد اسلامی سلام علیکماحتراماً به استحضار می\u200cرساند این', 'جناب آقای محمدمهدی طهرانچیریاست محترم دانشگاه آزاد اسلامی با سلامما جمعی از دانشجویان دانشگاه آزاد ا']"
41,40,49,40_اسلامیوزیر_ایرانریاست_ایرانرئیس_اقتصاد,"['اسلامیوزیر', 'ایرانریاست', 'ایرانرئیس', 'اقتصاد', 'راه', 'جمهوری', 'داراییبا', 'شهرسازیبا', 'شهرسازیرئیس', 'ایرانوزیر']","['رئیس محترم جمهوری اسلامی ایرانرئیس محترم مجلس شورای اسلامیوزیر محترم راه و شهرسازیبا سلام و عرض ادب ', 'ریاست محترم جمهوری اسلامی ایرانریاست محترم مجلس شورای اسلامیوزیر محترم اقتصاد و داراییریاست محترم با', 'ریاست محترم جمهوری اسلامی ایرانریاست محترم مجلس شورای اسلامیوزیر محترم راه و شهرسازیبا سلاماحتراماً ']"
42,41,49,41_را_مسلمانی_کند_کسی,"['را', 'مسلمانی', 'کند', 'کسی', 'خدای', 'جان', 'او', 'تو', 'هر', 'شاید']","['بسمه تعالی امام صادق (ع):«هر مسلمانی که حاجت مسلمانی را روا کند، خدای تبارک و تعالی به او خطاب کند ک', 'بسمه تعالی امام صادق (ع): «هر مسلمانی که حاجت مسلمانی را روا کند، خدای تبارک و تعالی به او خطاب کند ', 'امام صادق (ع): «هر مسلمانی که حاجت مسلمانی را روا کند، خدای تبارک و تعالی به او خطاب کند که ثواب تو ']"
