,Topic,Count,Name,Representation,Representative_Docs
10,9,125,9_تعطیلی_ساعت_مدارس_کاری,"['تعطیلی', 'ساعت', 'مدارس', 'کاری', 'هفته', 'روز', 'ادارات', 'ها', 'پنجشنبه', 'شنبه']","['  مطالبه تعطیلی مدارس و دانشگاه\u200cها', '  درخواست تعطیلی ادارات شهرستان\u200cها در روز پنجشنبه', '  درخواست کاهش ساعت کاری و تعطیلی پنجشنبه ها']"
11,10,122,10_دکتر_جلیلی_حمایت_پزشکیان,"['دکتر', 'جلیلی', 'حمایت', 'پزشکیان', 'جمعی', 'از', 'سعید', 'مسعود', 'قالیباف', 'زاکانی']","['  حمایت جمعی از جامعه فرهنگیان کشور از دکتر سعید جلیلی', '  حمایت جمعی از جامعه پزشکی از دکتر سعید جلیلی', '  حمایت از دکتر پزشکیان']"
12,11,119,11_ماده_قانون_بند_دیوان,"['ماده', 'قانون', 'بند', 'دیوان', 'اداری', 'تبصره', 'عدالت', 'اجرای', 'بخشنامه', '۱۲']","['  درخواست تبدیل وضعیت ایثارگران بر اساس تبصره ۲ بند ت ماده ۳۱ برنامه هفتم توسعه', '  درخواست اعمال ماده ۹۲ «قانون دیوان عدالت اداری» در خصوص بخشنامه شماره ۳۰۶۱ مورخ ۱۴۰۳/۰۵/۰۳ معاون آموزشی وزارت بهداشت', '  درخواست اجرایی شدن تبصره یک ماده ۷ قانون جامع حمایت از حقوق معلولین']"
13,12,117,12_سابقه_بازنشستگی_۲۵_درصد,"['سابقه', 'بازنشستگی', '۲۵', 'درصد', 'سنوات', 'بیمه', 'جانبازان', 'احتساب', 'سال', 'سوابق']","['  درخواست بازنشستگی خانم\u200cها با ۲۵ سال سابقه کار', '  درخواست بازنشستگی کارمندان دولت با ۲۵ سال سابقه', '  درخواست ارائه مزایای جانبازان بالای ۵۰ درصد به جانبازان زیر ۲۵ درصد با سابقه\u200cی بالای حضور در جبهه']"
14,13,111,13_نجات_دریاچه_احیای_تالاب,"['نجات', 'دریاچه', 'احیای', 'تالاب', 'ارومیه', 'مرمت', 'وحش', 'باغ', 'تخریب', 'جلوگیری']","['  درخواست نجات دریاچه ارومیه', '  درخواست نجات دریاچه ارومیه', '  درخواست نجات دریاچه ارومیه']"
15,14,94,14_مجلس_حوزه_انتخابیه_تحقیق,"['مجلس', 'حوزه', 'انتخابیه', 'تحقیق', 'نماینده', 'تفحص', 'شورای', 'اسلامی', 'تخلفات', 'انتخاباتی']","['  اعتراض به نتیجه انتخابات و درخواست ابطال دوازدهمین دوره انتخابات مجلس شورای اسلامی در حوزه انتخابیه بیجار', '  درخواست حوزه\u200cی انتخابیه و داشتن نماینده مستقل از کهگیلویه در مجلس', '  درخواست استقلال حوزه انتخابیه بردسکن در مجلس شورای اسلامی']"
16,15,93,15_معظم_قوه_رئیس_قضائیه,"['معظم', 'قوه', 'رئیس', 'قضائیه', 'جمهور', 'رهبر', 'رهبری', 'مقام', 'انقلاب', 'از']","['  درخواست از مقام معظم رهبری برای حمایت از دانشگاه آزاد و ادغام آن با وزارت علوم', '  درخواست بازنشستگان تأمین اجتماعی از مقام معظم رهبری جهت ورود به موضوع متناسب\u200cسازی حقوق\u200cها', '  درخواست از مقام معظم رهبری برای رسیدگی به مشکلات ایثارگران']"
17,16,90,16_ین_امضا_کمپین_جمع,"['ین', 'امضا', 'کمپین', 'جمع', 'آوری', 'های', '', '', '', '']","['ین کمپین\u200cهای جمع آوری امضا', 'ین کمپین\u200cهای جمع آوری امضا', 'ین کمپین\u200cهای جمع آوری امضا']"
18,17,83,17_مهندسی_نظام_ساختمان_تعرفه,"['مهندسی', 'نظام', 'ساختمان', 'تعرفه', 'خدمات', 'رشته', 'مهندسین', 'الزحمه', 'سازمان', 'ارجاع']","['  درخواست پذیرش رشته مهندسی فضای سبز در نظام مهندسی ساختمان', '  درخواست بازگشت رشته مهندسی مدیریت پروژه به نظام مهندسی', '  درخواست اصلاح تعرفه\u200cهای مهندسین سازمان نظام مهندسی']"
19,18,80,18_فیلتر_رفع_فیلترینگ_تلگرام,"['فیلتر', 'رفع', 'فیلترینگ', 'تلگرام', 'یوتیوب', 'رسان', 'اینترنت', 'دیسکورد', 'بازی', 'شبکه']","['  درخواست رفع فیلتر تلگرام', '  درخواست رفع فیلتر تلگرام', '  درخواست رفع فیلتر تلگرام']"
20,19,79,19_آزمون_سوالات_اعتراض_نهایی,"['آزمون', 'سوالات', 'اعتراض', 'نهایی', 'یازدهم', 'دهم', 'دوازدهم', 'پایه', 'به', 'امتحان']","['  اعتراض به سوالات امتحان نهایی زبان انگلیسی یازدهم ۱۴۰۳', '  اعتراض به سوالات آزمون نهایی فیزیک پایه\u200cی دهم تجربی (۱۴۰۳)', '  اعتراض به آزمون\u200cهای نهایی پایه دهم و یازدهم و درخواست حذف این آزمون\u200cها از رئیس\u200cجمهور']"
21,20,74,20_برخورد_با_مجازات_قاطع,"['برخورد', 'با', 'مجازات', 'قاطع', 'عاملان', 'عوامل', 'محاکمه', 'که', 'متروپل', 'متخلف']","['  درخواست برخورد با مافیای مسکن', '  درخواست برخورد با عاملان کشتار سگ\u200cهای بی\u200cگناه گندک', '  درخواست برخورد قاطع با عوامل حیوان\u200cآزاری سبزوار']"
22,21,71,21_کنسرت_صدا_سریال_سیما,"['کنسرت', 'صدا', 'سریال', 'سیما', 'پخش', 'برنامه', 'تلویزیونی', 'ساخت', 'صداوسیما', 'برگزاری']","['  درخواست صدور مجوز برگزاری کنسرت در مشهد', '  درخواست اصلاح برنامه\u200cهای صدا و سیما', '  درخواست لغو برگزاری کنسرت علیرضا قربانی در تخت جمشید']"
23,22,69,22_نه_به_رودخانه_وحش,"['نه', 'به', 'رودخانه', 'وحش', 'دامن', 'بالادست', 'آری', 'کارواندر', 'باغ', 'غیربومی']","['  نه به سگ کشی', '  نه به باغ وحش', '  نه به فروش حیوانات']"
24,23,55,23_تیم_فوتبال_باشگاه_پرسپولیس,"['تیم', 'فوتبال', 'باشگاه', 'پرسپولیس', 'استقلال', 'هواداران', 'فدراسیون', 'تاج', 'سرمربی', 'ملی']","['  درخواست رسیدگی به پرونده تیم\u200cهای فوتبال پدیده و پرسپولیس', '  درخواست حمایت دولت از باشگاه فوتبال استقلال', '  درخواست حمایت از تیم فوتبال پرسپولیس']"
25,24,54,24_اتباع_مجاز_غیر_خارج,"['اتباع', 'مجاز', 'غیر', 'خارج', 'اخراج', 'افغان', 'خروج', 'افغانستانی', 'ورود', 'غیرقانونی']","['  درخواست اخراج اتباع غیر قانونی افغان از ایران', '  درخواست کنترل ورود اتباع غیر مجاز افغانستانی و ساماندهی مهاجران غیرقانونی در ایران', '  درخواست اخراج اتباع افغان غیر مجاز از کشور']"
26,25,52,25_سخت_مشاغل_زیان_آور,"['سخت', 'مشاغل', 'زیان', 'آور', 'شغل', 'زمره', 'قرار', 'گرفتن', 'قرارگرفتن', 'احتساب']","['  حمایت از احتساب شغل رانندگان کامیون در زمره مشاغل سخت و زیان\u200cآور', '  مطالبه قرار گرفتن شغل کارشناسان بهداشت محیط در زمره مشاغل سخت و زیان\u200cآور', '  درخواست قرارگرفتن شغل حسابداری در زمره مشاغل سخت و زیان\u200cآور']"
27,26,52,26_محکومیت_مراسم_بیانیه_قاسم,"['محکومیت', 'مراسم', 'بیانیه', 'قاسم', 'حاج', 'سلیمانی', 'شهید', 'شهادت', 'فخری', 'تروریستی']","['  بیانیه اساتید، دانشمندان، دانشگاهیان و پژوهشگران کشور در محکومیت ترور شهید فخری\u200cزاده', '  بیانیه اساتید دانشگاه\u200cهای آزاد اسلامی استان لرستان در محکومیت ترور دانشمند هسته\u200cای شهید والامقام محسن فخری\u200cزاده', '  محکومیت ترور سردار دل\u200cها، حاج قاسم سلیمانی']"
28,27,50,27_احقاق_حقوق_جانبازان_ایثارگران,"['احقاق', 'حقوق', 'جانبازان', 'ایثارگران', 'خانواده', 'حق', 'شهدا', 'مطالبه', 'آزادگان', 'شده']","['  درخواست احقاق حقوق ورودی\u200cهای ۹۹ فرهنگیان', '  درخواست احقاق حق و حقوق سنوات و مزایای عموم ایثارگران یا اشتغال اعضای خانواده\u200cهایشان', '  درخواست احقاق حق و حقوق و مزایا و سنوات عموم ایثارگران، آزادگان، جانبازان، خانواده\u200cهایشان و خانواده\u200cهای معزز شهدا']"
29,28,50,28_وزیر_آموزش_پرورش_استیضاح,"['وزیر', 'آموزش', 'پرورش', 'استیضاح', 'فرهنگ', 'ارشاد', 'انتخاب', 'جوانان', 'سازمان', 'وزارت']","['  درخواست استیضاح وزیر آموزش و پرورش', '  درخواست استیضاح وزیر آموزش و پرورش', '  استیضاح وزیر آموزش و پرورش و وزیر کشور']"
30,29,42,29_تورم_اجاره_افزایش_بهای,"['تورم', 'اجاره', 'افزایش', 'بهای', 'نرخ', 'حقوق', 'متناسب', 'اساس', 'بر', 'رهن']","['  درخواست افزایش حقوق کارمندان دولت بر اساس تورم', '  درخواست افزایش حقوق کارمندان دولت متناسب با افزایش تورم', '  درخواست افزایش حقوق کارکنان و کارمندان دولت بر اساس نرخ تورم']"
31,30,42,30_پویش_کمپین_انتقام_همبستگی,"['پویش', 'کمپین', 'انتقام', 'همبستگی', 'کارزار', 'زنده', 'خودروی', 'می', 'با', 'مخالفت']","['  پویش مخالفت با بومی\u200cگزینی', '  پویش فریاد انتقام', '  پویش انتقام سخت']"
32,31,41,31_مترجمان_out_توافق_نامه,"['مترجمان', 'out', 'توافق', 'نامه', 'دولت', 'ایران', '', '', '', '']","['  دولت ایران', 'out', '  توافق\u200cنامه مترجمان']"
33,32,33,32_روز_تقویم_ثبت_عنوان,"['روز', 'تقویم', 'ثبت', 'عنوان', 'ملی', 'اردیبهشت', 'رسمی', 'نام', 'بزرگداشت', 'زادروز']","['  درخواست ثبت روز پسر در تقویم ملی', '  درخواست ثبت روز ملی اورژانس در تقویم رسمی کشور', '  درخواست ثبت روز ملی محیط\u200cبان در تقویم رسمی کشور']"
34,33,30,33_امام_خمینی_ره_عفاف,"['امام', 'خمینی', 'ره', 'عفاف', 'حجاب', 'رضا', 'بندر', 'بسیج', 'مناسبت', 'بسیجیان']","['  درخواست موافقت با شهرستان\u200c شدن بندر امام خمینی (ره)', '  درخواست اعلام شهرستان شدن بندر امام خمینی (ره)', '  مطالبه شهرستان شدن بخش بندر امام خمینی (ره)']"
35,34,26,34_مرکزیت_تشکیل_استان_خراسان,"['مرکزیت', 'تشکیل', 'استان', 'خراسان', 'بزرگ', 'جیرفت', 'مرکزی', 'لکستان', 'سربداران', 'شهرهای']","['  درخواست تشکیل استان خراسان مرکزی با مرکزیت شهرستان تربت حیدریه', '  درخواست لغو تشکیل استان کرمان جنوبی با مرکزیت جیرفت', '  درخواست تشکیل استان خراسان مرکزی به مرکزیت نیشابور بزرگ']"
36,35,23,35_تحت_پوشش_قرار_گرفتن,"['تحت', 'پوشش', 'قرار', 'گرفتن', 'بیمه', 'روان', 'خدمات', 'درمانی', 'شناسی', 'نمایندگان']","['  درخواست تحت پوشش  بیمه تأمین اجتماعی قرار گرفتن نمایندگان بیمه', '  درخواست تحت پوشش بیمه تأمین اجتماعی قرار گرفتن نمایندگان بیمه', '  درخواست تحت پوشش بیمه قرار گرفتن خدمات روان درمانی']"
37,36,12,36_تعاون_رفاه_اجتماعی_کار,"['تعاون', 'رفاه', 'اجتماعی', 'کار', 'وزیر', 'وزارت', 'لطفی', 'تأمین', 'تصدی', 'منصب']","['  درخواست حذف معاونت تعاون از وزارت تعاون، کار و رفاه اجتماعی', '  درخواست استیضاح وزیر تعاون، کار و رفاه اجتماعی', '  درخواست از وزیر تعاون، کار و رفاه اجتماعی']"
38,37,11,37_را_دهید_کنید_متوقف,"['را', 'دهید', 'کنید', 'متوقف', 'نکنید', 'تعطیل', 'پایان', 'الگوریتم', 'امپراتوری', 'زیستگاه']","['  تعرض به بوستان\u200cها را متوقف کنید!', '  پارک\u200cخواری را متوقف کنید!', '  کشتار سگ\u200cها را متوقف کنید']"
39,38,11,38_عادل_فردوسی_پور_بازگشت,"['عادل', 'فردوسی', 'پور', 'بازگشت', 'برنامه', 'نود', 'تلویزیون', 'فوتبالی', '۲۰۲۲', 'جام']","['  کمپین درخواست بازگشت عادل فردوسی\u200cپور به تلویزیون', '  درخواست بازگشت عادل فردوسی\u200cپور به برنامه\u200cهای فوتبالی', '  درخواست بازگشت عادل فردوسی\u200cپور و برنامه نود به تلویزیون']"
