,Topic,Count,Name,Representation,Representative_Docs
10,9,98,9_تبعیض_عدالت_پرداخت_شاغل,"['تبعیض', 'عدالت', 'پرداخت', 'شاغل', 'دولتی', 'عدالتی', 'مراکز', 'حقوق', 'پزشکان', 'در']","['  درخواست عدالت در پرداخت حقوق کارمندان وزارت کشور', '  درخواست عدالت در پرداخت حقوق کارمندان وزارت کشور', '  درخواست رفع تبعیض در پرداخت حقوق']"
11,10,97,10_فیلتر_فیلترینگ_رفع_تلگرام,"['فیلتر', 'فیلترینگ', 'رفع', 'تلگرام', 'رسان', 'یوتیوب', 'اینترنت', 'دیسکورد', 'بازی', 'واتساپ']","['  درخواست رفع فیلتر تلگرام', '  درخواست رفع فیلتر تلگرام', '  درخواست رفع فیلتر تلگرام']"
12,11,90,11_ین_امضا_کمپین_جمع,"['ین', 'امضا', 'کمپین', 'جمع', 'آوری', 'های', '', '', '', '']","['ین کمپین\u200cهای جمع آوری امضا', 'ین کمپین\u200cهای جمع آوری امضا', 'ین کمپین\u200cهای جمع آوری امضا']"
13,12,88,12_رسیدگی_سهامداران_مشکلات_سهام,"['رسیدگی', 'سهامداران', 'مشکلات', 'سهام', 'شرکت', 'وضعیت', 'سرمایه', 'گذاری', 'به', 'مطالبات']","['  تقاضای رسیدگی به پرونده سهامداران شرکت سیمان خرم\u200cآباد', '  درخواست رسیدگی به وضعیت سهام شرکت سرمایه گذاری کشاورزی ایران (کورزی)', '  درخواست رسیدگی به وضعیت شرکت سرمایه\u200cگذاری کشاورزی ایران']"
14,13,88,13_کنکور_تعویق_سراسری_دستیاری,"['کنکور', 'تعویق', 'سراسری', 'دستیاری', 'ارشد', 'زمان', '۱۴۰۱', 'آزمون', '۱۴۰۰', 'سهمیه']","['  تقاضای تعویق کنکور سراسری ارشد ۱۴۰۰', '  درخواست تعویق کنکور سراسری ۱۴۰۱', '  درخواست تعویق کنکور سراسری']"
15,14,85,14_واکسن_بیماران_داروی_بیماری,"['واکسن', 'بیماران', 'داروی', 'بیماری', 'داروهای', 'واردات', 'کرونا', 'خرید', 'تهیه', 'معتبر']","['  درخواست خرید واکسن معتبر کرونا برای همه مردم ایران', '  درخواست تولید یا واردات داروی بیماران sma', '  درخواست واردات داروی بیماران sma']"
16,15,82,15_سگ_کشتار_جمع_آوری,"['سگ', 'کشتار', 'جمع', 'آوری', 'ولگرد', 'جلوگیری', 'بلاصاحب', 'حیوانات', 'عقیم', 'گربه']","['  درخواست حمایت از سگ\u200cهای بلاصاحب و توقف سگ\u200cکشی', '  درخواست جمع\u200cآوری سگ\u200cهای ولگرد', '  درخواست جمع\u200cآوری سگ\u200cها و ممنوعیت سگ\u200cگردانی']"
17,16,77,16_کارمندان_افزایش_حقوق_عیدی,"['کارمندان', 'افزایش', 'حقوق', 'عیدی', 'کارگران', 'دستمزد', 'طبق', 'کارگری', 'کار', 'کارکنان']","['  درخواست افزایش حقوق کارمندان و بازنشستگان دولت', '  درخواست افزایش حقوق کارمندان دولت', '  درخواست افزایش حقوق کارمندان']"
18,17,71,17_نه_به_رودخانه_آری,"['نه', 'به', 'رودخانه', 'آری', 'دامن', 'بالادست', 'کارواندر', 'وحش', 'حیوانات', 'غیربومی']","['  نه به باغ وحش', '  نه به رتبه\u200cبندی معلمان', '  نه به فروش حیوانات']"
19,18,68,18_انتصاب_عنوان_استانداری_جناب,"['انتصاب', 'عنوان', 'استانداری', 'جناب', 'آقای', 'استاندار', 'تصدی', 'دکتر', 'سمت', 'انتخاب']","['  مطالبه انتخاب جناب آقای مجید کیوانی برای تصدی استانداری آذربایجان شرقی', '  حمایت از انتصاب جناب آقای بابک جاودانه به\u200cعنوان مشاور فرهنگی و هنری استاندار خوزستان', '  حمایت از انتصاب جناب آقای دکتر جواد شهابی به عنوان استاندار فارس']"
20,19,67,19_اینترنت_4g_روستای_برقراری,"['اینترنت', '4g', 'روستای', 'برقراری', 'اتصال', 'پرسرعت', 'نسل', 'زیرساخت', 'لازم', 'نیکشهر']","['  درخواست برقراری زیرساخت\u200cهای لازم جهت اتصال روستای نورآباد به اینترنت نسل جدید', '  درخواست برقراری اتصال اینترنت پرسرعت 4G در روستاهای سرباز', '  در خواست برقراری اینترنت پرسرعت (4G) در روستای ششکیدر از توابع بخش کیشکور']"
21,20,67,20_استخدامی_امتیاز_آزمون_اجرایی,"['استخدامی', 'امتیاز', 'آزمون', 'اجرایی', 'دستگاه', 'داوطلبان', 'رشته', 'ضریب', 'مدرک', 'فرزند']","['  درخواست حذف امتیاز سابقه\u200cی تدریس در آزمون استخدامی آموزش و پرورش', '  درخواست لغو امتیاز کرونا در آزمون استخدامی تأمین اجتماعی', '  درخواست اعمال امتیاز فرزند برای داوطلبان بومی سیستان و بلوچستان در آزمون استخدامی']"
22,21,66,21_دکتر_جلیلی_زاکانی_سعید,"['دکتر', 'جلیلی', 'زاکانی', 'سعید', 'پزشکیان', 'حمایت', 'قالیباف', 'نفع', 'انصراف', 'دعوت']","['  حمایت از دکتر سعید جلیلی', '  حمایت از دکتر سعید جلیلی', '  درخواست حمایت از دکتر سعید جلیلی']"
23,22,64,22_ماده_بند_تبصره_قانون,"['ماده', 'بند', 'تبصره', 'قانون', 'اجرای', '۱۲', 'اصل', 'توسعه', '۲۷', 'اساسی']","['  درخواست حذف بند ""ت"" تبصره ""یک"" ماده ""یک"" قانون حمایت از خانواده و جوانی جمعیت', '  درخواست اجرای کسر خدمت فرزندان ایثارگران بر اساس تبصره ۲ بند ت ماده ۳۱ برنامه هفتم توسعه', '  درخواست تبدیل وضعیت ایثارگران بر اساس تبصره ۲ بند ت ماده ۳۱ برنامه هفتم توسعه']"
24,23,63,23_بلوچستان_سیستان_بنزین_سهمیه,"['بلوچستان', 'سیستان', 'بنزین', 'سهمیه', 'استان', 'تقسیم', 'سوخت', 'سوپر', 'لیتر', 'کهگیلویه']","['  درخواست افزایش سوخت بنزین در سیستان و بلوچستان', '  درخواست اصلاح سهمیه بنزین سیستان و بلوچستان', '  اعتراض به کاهش سهمیه بنزین استان سیستان و بلوچستان']"
25,24,60,24_انتخابیه_حوزه_مجلس_تخلفات,"['انتخابیه', 'حوزه', 'مجلس', 'تخلفات', 'نماینده', 'انتخاباتی', 'انتخابات', 'شورای', 'ابطال', 'گسترده']","['  درخواست بررسی مجدد و رسیدگی به تخلفات گسترده انتخاباتی  و ابطال آراء حوزه انتخابیه پاوه و اورامانات', '  درخواست بررسی مجدد و ابطال انتخابات حوزه انتخابیه مسجدسلیمان، لالی، هفتکل و اندیکا', '  درخواست حوزه\u200cی انتخابیه و داشتن نماینده مستقل از کهگیلویه در مجلس']"
26,25,60,25_تحویل_خودرو_خودروی_تأخیر,"['تحویل', 'خودرو', 'خودروی', 'تأخیر', 'سایپا', 'موتور', 'ساینا', 'عدم', 'فروش', 'کوییک']","['  اعتراض به عدم تحویل خودرو توسط شرکت مدیران خودرو', '  اعتراض به تأخیر تحویل خودرو های مدیران خودرو', '  اعتراض به عدم تحویل خودرو توسط شرکت مدیران خودرو']"
27,26,59,26_برخورد_قاطع_با_مقابله,"['برخورد', 'قاطع', 'با', 'مقابله', 'متخلف', 'متخلفین', 'که', 'عوامل', 'مافیای', 'می']","['  درخواست برخورد قاطع با باربری\u200cهای متخلف مشهد', '  پویش درخواست وضع قوانین قاطع در برخورد با کودک آزاری', '  درخواست برخورد قاطع با عوامل حیوان\u200cآزاری سبزوار']"
28,27,57,27_تعطیلی_هفته_شنبه_پنجشنبه,"['تعطیلی', 'هفته', 'شنبه', 'پنجشنبه', 'ادارات', 'دو', 'روز', 'تعطیلات', 'پنج', 'روزهای']","['  درخواست تعطیلی ادارات شهرستان\u200cها در روز پنجشنبه', '  درخواست تعطیلی ۲ روز در هفته برای کارمندان بانک', '  درخواست تصویب دو روز تعطیلی (جمعه و شنبه) در هفته']"
29,28,56,28_استخدام_دبستانی_غیرانتفاعی_پیش,"['استخدام', 'دبستانی', 'غیرانتفاعی', 'پیش', 'معلمان', 'مربیان', 'غیردولتی', 'جذب', 'مدارس', 'التدریس']","['  درخواست استخدام مربیان پیش دبستانی', '  درخواست حمایت از استخدام معلمان پیش\u200cدبستانی', '  درخواست استخدام معلمان پیش دبستانی']"
30,29,55,29_پاداش_پرداخت_۱۴۰۰_رتبه,"['پاداش', 'پرداخت', '۱۴۰۰', 'رتبه', 'بندی', 'بازنشستگان', 'خدمت', 'التدریس', 'پایان', 'فرهنگی']","['  درخواست پرداخت فوری پاداش پایان خدمت بازنشستگان فرهنگی سال ۱۴۰۲', '  درخواست پرداخت مطالبات پاداش پایان خدمت بازنشستگان سال ۱۴۰۱', '  درخواست پرداخت مطالبات پاداش پایان خدمت بازنشستگان سال ۱۴۰۰']"
31,30,54,30_امتحانات_ترم_غیرحضوری_پایان,"['امتحانات', 'ترم', 'غیرحضوری', 'پایان', 'برگزاری', 'مجازی', 'آزاد', 'دانشگاه', 'واحد', 'کارشناسی']","['  درخواست برگزاری غیرحضوری امتحانات پایان ترم مقطع کارشناسی دانشگاه آزاد اسلامی', '  درخواست برگزاری غیرحضوری امتحانات پایان ترم دانشگاه آزاد اسلامی', '  درخواست برگزاری غیرحضوری امتحانات پایان ترم کارشناسی ارشد دانشگاه آزاد']"
32,31,53,31_نفت_حفاری_قرارداد_شرکت,"['نفت', 'حفاری', 'قرارداد', 'شرکت', 'نیروی', 'کارکنان', 'انسانی', 'ملی', 'گاز', 'پیمانکاران']","['  مطالبه کارکنان قرارداد مدت موقت نفت', '  درخواست احقاق حقوق کارکنان قرارداد مدت موقت وزارت نفت', '  درخواست حذف پیمانکاران تأمین نیروی انسانی دستگاه\u200cهای دولتی وزارت نفت']"
33,32,53,32_تاکسی_اینترنتی_رانندگان_کرایه,"['تاکسی', 'اینترنتی', 'رانندگان', 'کرایه', 'سختی', 'کامیون', 'وام', 'اسنپ', 'حمل', 'برون']","['  درخواست افزایش کرایه تاکسی\u200cهای اینترنتی', '  مطالبه بیمه برای رانندگان تاکسی\u200cهای اینترنتی', '  درخواست بیمه رانندگان تاکسی\u200cهای اینترنتی']"
34,33,53,33_تصویب_حیوان_آزاری_مجازات,"['تصویب', 'حیوان', 'آزاری', 'مجازات', 'حیوانات', 'قانون', 'قوانین', 'منع', 'وضع', 'تشدید']","['  درخواست وضع و تصویب قانون منع حیوان آزاری و مجازات آن', '  تقاضای تصویب قانون مجازات حیوان آزاری', '  مطالبه تصویب قوانین مجازات برای حیوان آزاری']"
35,34,53,34_اجتماعی_تأمین_بازنشستگان_مستمری,"['اجتماعی', 'تأمین', 'بازنشستگان', 'مستمری', 'تکمیلی', 'بگیران', 'حقوق', 'صندوق', 'متناسب', 'افزایش']","['  درخواست افزایش حقوق بازنشستگان تأمین اجتماعی', '  درخواست افزایش حقوق بازنشستگان تأمین اجتماعی', '  درخواست افزایش حقوق بازنشستگان تأمین اجتماعی']"
36,35,52,35_سخت_مشاغل_زیان_آور,"['سخت', 'مشاغل', 'زیان', 'آور', 'شغل', 'زمره', 'قرار', 'گرفتن', 'قرارگرفتن', 'احتساب']","['  درخواست قرارگرفتن شغل حسابداری در زمره مشاغل سخت و زیان\u200cآور', '  حمایت از احتساب شغل رانندگان کامیون در زمره مشاغل سخت و زیان\u200cآور', '  مطالبه قرار گرفتن شغل کارشناسان بهداشت محیط در زمره مشاغل سخت و زیان\u200cآور']"
37,36,51,36_دریاچه_نجات_تالاب_ارومیه,"['دریاچه', 'نجات', 'تالاب', 'ارومیه', 'احیای', 'هامون', 'بختگان', 'حقابه', 'زریبار', 'پریشان']","['  درخواست نجات دریاچه ارومیه', '  درخواست نجات دریاچه ارومیه', '  درخواست نجات دریاچه ارومیه']"
38,37,51,37_رسیدگی_وضعیت_نابسامان_اسفبار,"['رسیدگی', 'وضعیت', 'نابسامان', 'اسفبار', 'فوری', 'خیابان', 'اوضاع', 'مشکلات', 'عاجل', 'کرج']","['  درخواست رسیدگی به وضعیت آسفالت خیابان\u200cهای تبریز', '  درخواست رسیدگی به وضعیت خیابان\u200cهای تبریز', '  درخواست رسیدگی به وضعیت جاده\u200cهای کشور']"
39,38,47,38_کابینه_استفاده_دولت_توان,"['کابینه', 'استفاده', 'دولت', 'توان', 'پزشکیان', 'دکتر', 'مدیریتی', 'آقای', 'وزرای', 'پیشنهاد']","['  پیشنهاد استفاده از توان مدیریتی جناب آقای حسین بابایی در دولت آینده', '  پیشنهاد استفاده از توان مدیریتی دکتر محسن نظرپور در دولت سیزدهم', '  درخواست استفاده از نیروهای جوان و متخصص اهل سنت در کابینه دولت دکتر پزشکیان']"
40,39,46,39_زباله_معابر_سطح_سطل,"['زباله', 'معابر', 'سطح', 'سطل', 'جریمه', 'میوه', 'ریختن', 'پارک', 'کاشت', 'سرعتگیرهای']","['  درخواست تصویب جریمه نقدی سنگین ریختن زباله در محیط\u200c\u200cزیست و معابر شهری', '  درخواست اعمال جریمه برای ریختن زباله در معابر عمومی، جاده ها و طبیعت', '  درخواست اعمال جریمه برای ریختن زباله در معابر عمومی و طبیعت']"
41,40,46,40_پرورش_استخدامی_آموزش_آزمون,"['پرورش', 'استخدامی', 'آموزش', 'آزمون', 'سبزهای', 'کارنامه', '۲۸', 'قبول', 'دفترچه', 'شدگان']","['  درخواست افزایش ظرفیت آزمون استخدامی آموزش و پرورش', '  درخواست تعویق آزمون استخدامی آموزش و پرورش', '  درخواست تعویق آزمون استخدامی آموزش و پرورش']"
42,41,46,41_جمهور_رئیس_محترم_قوه,"['جمهور', 'رئیس', 'محترم', 'قوه', 'قضائیه', 'ریاست', 'جهت', 'معاون', 'دستور', 'داروسازان']","['  درخواست از رئیس جمهور منتخب', '  درخواست کمک داروسازان از رئیس جمهور محترم', '  درخواست از رئیس محترم جمهور برای انتصاب وزیر کشاورزی']"
43,42,45,42_صورت_برگزاری_امتحانات_مجازی,"['صورت', 'برگزاری', 'امتحانات', 'مجازی', 'غیرحضوری', 'ترم', 'کلاس', 'پایان', 'حضوری', 'نوبت']","['  درخواست برگزاری امتحانات دانشگاه فرهنگیان به صورت مجازی', '  درخواست برگزاری امتحانات پایان\u200cترم دانشگاه\u200cها به صورت مجازی', '  درخواست برگزاری امتحانات به صورت مجازی و غیرحضوری']"
44,43,45,43_مسکن_مهر_پروژه_فاز,"['مسکن', 'مهر', 'پروژه', 'فاز', 'پردیس', '۱۱', 'تحویل', 'تکلیف', 'زمین', 'واحدی']","['  درخواست تلفن ثابت و اینترنت برای مسکن مهر فاز ۱۱ پردیس از وزارت ارتباطات', '  پیگیری تحویل مسکن مهر پردیس فاز ۱۱ تهران و دریافت خسارت', '  درخواست تحویل مسکن مهر پردیس']"
45,44,45,44_سوالات_آزمون_اعتراض_نتایج,"['سوالات', 'آزمون', 'اعتراض', 'نتایج', 'تخصصی', 'طراحی', 'دستیاری', 'آیلتس', 'شهریور', 'غیراستاندارد']","['  اعتراض به نتایج نهایی آزمون دکتری تخصصی وزارت بهداشت', '  اعتراض به زمان پاسخگویی و نحوه طراحی سوالات آزمون کارگزاری گمرک ۱۴۰۲', '  اعتراض به سوالات تخصصی آزمون دبیری و هنرآموز استخدامی ۱۴۰۲']"
46,45,44,45_الحاق_جدایی_شهرستان_شهر,"['الحاق', 'جدایی', 'شهرستان', 'شهر', 'صدرا', 'بخش', 'تبدیل', 'ارتقای', 'روستا', 'دهستان']","['  درخواست الحاق شهرستان نمین به استان گیلان', '  درخواست الحاق شهر سجزی به شهرستان اصفهان', '  موافقت با الحاق شهر صدرا به شیراز به جای شهرستان شدن صدرا']"
47,46,44,46_همسان_بازنشستگان_سازی_کشوری,"['همسان', 'بازنشستگان', 'سازی', 'کشوری', 'لشکری', 'حقوق', 'شاغلین', 'اجرای', 'شاغلان', 'رفاهی']","['  درخواست اجرای همسان\u200cسازی حقوق بازنشستگان کشوری و لشکری', '  درخواست اجرای همسان\u200cسازی حقوق بازنشستگان کشوری', '  درخواست اجرای قانون همسان\u200cسازی حقوق بازنشستگان']"
48,47,43,47_جمعی_پزشکیان_جلیلی_دکتر,"['جمعی', 'پزشکیان', 'جلیلی', 'دکتر', 'مسعود', 'سعید', 'حمایت', 'جامعه', 'دانشگاهیان', 'از']","['  حمایت جمعی از جامعه فرهنگیان کشور از دکتر سعید جلیلی', '  حمایت جمعی از  جامعه نظام مهندسی کشور از دکتر مسعود پزشکیان', '  حمایت جمعی از جامعه پزشکی از دکتر مسعود پزشکیان']"
49,48,43,48_العاده_فوق_خاص_ویژه,"['العاده', 'فوق', 'خاص', 'ویژه', 'برقراری', 'تسری', 'کارکنان', 'کادر', '۵۰', 'درمان']","['  درخواست برقراری فوق\u200cالعاده ویژه برای پرسنل شرکتی وزارت بهداشت', '  درخواست برقراری فوق العاده ویژه برای کارکنان دانشگاه\u200cهای علوم پزشکی', '  درخواست برقراری فوق\u200cالعاده ویژه برای پرسنل بهداشت و درمان']"
50,49,41,49_مترجمان_out_توافق_نامه,"['مترجمان', 'out', 'توافق', 'نامه', 'دولت', 'ایران', '', '', '', '']","['  دولت ایران', 'out', '  توافق\u200cنامه مترجمان']"
51,50,41,50_احقاق_حقوق_سهامداران_سجام,"['احقاق', 'حقوق', 'سهامداران', 'سجام', 'سحاب', 'واریز', 'حق', 'مطالبه', 'تقدم', 'مسلم']","['  درخواست احقاق حقوق سهامداران هتل\u200cهای مشهد و رودسر فرهنگیان قزوین', '  درخواست احقاق حقوق ورودی\u200cهای ۹۹ فرهنگیان', '  درخواست احقاق حقوق تضییع شده سهامداران شرکت تعاونی سحاب فرهنگیان استان کرمان']"
52,51,41,51_اتباع_افغان_مجاز_غیر,"['اتباع', 'افغان', 'مجاز', 'غیر', 'افغانستانی', 'خروج', 'اخراج', 'مهاجرین', 'مهاجران', 'غیرقانونی']","['  درخواست اخراج اتباع غیر قانونی افغان از ایران', '  درخواست اخراج اتباع افغان غیر مجاز از کشور', '  درخواست کنترل ورود اتباع غیر مجاز افغانستانی و ساماندهی مهاجران غیرقانونی در ایران']"
53,52,40,52_دانشجویان_ارشد_سنوات_ترم,"['دانشجویان', 'ارشد', 'سنوات', 'ترم', 'حذف', 'دکتری', 'کارشناسی', 'دانشگاه', 'تمدید', 'مقطع']","['  درخواست حذف ترم بدون احتساب سنوات برای دانشجویان دکتری تخصصی دانشگاه ارومیه', '  درخواست حذف ترم بدون احتساب سنوات برای دانشجویان دکتری دانشگاه شیراز', '  درخواست تمدید سنوات مجاز دانشجویان مقطع کارشناسی ارشد دانشگاه شهید بهشتی']"
54,53,39,53_پویش_کمپین_انتقام_دارم,"['پویش', 'کمپین', 'انتقام', 'دارم', 'همبستگی', 'کارزار', 'من', 'زنده', 'خودروی', 'می']","['  پویش «من روزی یک زباله از روی زمین برمی\u200cدارم، چون ایران را دوست دارم»', '  پویش فریاد انتقام', '  پویش انتقام سخت']"
55,54,38,54_زنان_دار_سرپرست_خانه,"['زنان', 'دار', 'سرپرست', 'خانه', 'فوت', 'طیف', 'نگهداری', 'خانواده', 'بدسرپرست', 'پرداخت']","['  درخواست حقوق برای زنان خانه\u200cدار', '  درخواست پرداخت حقوق به زنان خانه\u200cدار', '  درخواست پرداخت حقوق به زنان خانه\u200cدار']"
56,55,38,55_مهریه_اصلاح_قانون_ظالمانه,"['مهریه', 'اصلاح', 'قانون', 'ظالمانه', 'حذف', 'اصلح', 'دیداری', 'فطر', 'اقلیم', 'نیریز']","['  درخواست اصلاح قانون مهریه', '  درخواست اصلاح قانون مهریه', '  درخواست اصلاح قانون مهریه']"
57,56,37,56_باشگاه_پرسپولیس_تیم_استقلال,"['باشگاه', 'پرسپولیس', 'تیم', 'استقلال', 'هواداران', 'فوتبال', 'بازیکنان', 'سپیدرود', 'تراکتور', 'بررسی']","['  درخواست پیگیری مطالبات هواداران باشگاه استقلال', '  درخواست حمایت دولت از باشگاه فوتبال استقلال', '  درخواست حمایت از تیم فوتبال پرسپولیس']"
58,57,37,57_بیانیه_محکومیت_قاسم_حاج,"['بیانیه', 'محکومیت', 'قاسم', 'حاج', 'سلیمانی', 'تروریستی', 'فخری', 'شهادت', 'ترور', 'شهید']","['  بیانیه اساتید، دانشمندان، دانشگاهیان و پژوهشگران کشور در محکومیت ترور شهید فخری\u200cزاده', '  محکومیت ترور سردار دل\u200cها، حاج قاسم سلیمانی', '  بیانیه اساتید دانشگاه\u200cهای آزاد اسلامی استان لرستان در محکومیت ترور دانشمند هسته\u200cای شهید والامقام محسن فخری\u200cزاده']"
59,58,37,58_رشته_اضافه_آموزگاری_افزودن,"['رشته', 'اضافه', 'آموزگاری', 'افزودن', 'پرورش', 'استخدامی', 'آزمون', 'زبان', 'عربی', 'آموزش']","['  درخواست اضافه کردن رشته مهندسی کشاورزی به آزمون آموزگاری', '  درخواست اضافه شدن رشته مدیریت صنعتی به آزمون آموزگاری', '  درخواست اضافه شدن رشته زبان انگلیسی به رشته\u200cهای مورد نیاز آموزش و پرورش برای آزمون آموزگاری ابتدایی']"
60,59,36,59_واردات_خودرو_ممنوعیت_خودروهای,"['واردات', 'خودرو', 'ممنوعیت', 'خودروهای', 'آزادسازی', 'گمرک', 'کارکرده', 'تراریخته', 'خارجی', 'گمرکی']","['  درخواست لغو ممنوعیت واردات خودرو', '  درخواست لغو ممنوعیت واردات خودرو', '  درخواست حمایت از واردات خودرو']"
61,60,36,60_سنوات_سابقه_بیمه_احتساب,"['سنوات', 'سابقه', 'بیمه', 'احتساب', 'سوابق', 'دانشجویی', 'دوران', 'امکان', 'خرید', 'فارغ']","['  درخواست احتساب سنوات دوران دانشجویی با پرداخت حق بیمه برای بازنشستگی', '  درخواست احتساب سابقه بیمه دوران دانشجویی برای فارغ\u200cالتحصیلان', '  درخواست ایجاد امکان خرید سابقه بیمه دانشجویی برای فارغ\u200cالتحصیلان سنوات قبل']"
62,61,35,61_تقاطع_خیابان_احداث_پل,"['تقاطع', 'خیابان', 'احداث', 'پل', 'محله', 'همسطح', 'بزرگراه', 'عابر', 'زیرگذر', 'میدان']","['  درخواست احداث زیرگذر در تقاطع تعاون', '  عدم لزوم احداث تقاطع غیر همسطح بزرگراه شهید باقری و خیابان ۱۹۶ غربی', '  عدم الزام احداث تقاطع غیر همسطح اتوبان شهید باقری به رسالت']"
63,62,35,62_پرورش_آموزش_خدماتی_نیروهای,"['پرورش', 'آموزش', 'خدماتی', 'نیروهای', 'استثنایی', 'رسته', 'تبدیل', 'وضعیت', 'غیررسمی', 'خدمات']","['  مطالبه افزایش پایه حقوق نیروهای خدماتی وزارت آموزش و پرورش', '  درخواست حمایت از نیروهای خدماتی آموزش و پرورش', '  درخواست رسیدگی به وضعیت نیروهای خدماتی وزارت آموزش و پرورش']"
64,63,32,63_خارج_سفارت_صرافی_ایتالیا,"['خارج', 'سفارت', 'صرافی', 'ایتالیا', 'سفیر', 'دانشجویان', 'کریپتولند', 'کشور', 'برداشت', 'ایرانی']","['  درخواست امکان حضور دانشجویان خارج از کشور در ایران تا پایان بحران کرونا', '  درخواست انتقال دانشجویان خارج از کشور به داخل', '  درخواست تأیید مدارک دانشجویان خارج از کشور']"
